state_po,office,BPI,weighted_polls,weighted_sd,weighted_var,lean,dem_wins
AL,Governor,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,6.0582
AL,Senate,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,39.04119871055693,6.3767
AK,Senate,42.34414164928131,42.34414164928131,3.662409694796975,13.41324477254287,42.5284292722648,43.1243
AK,Governor,42.34414164928131,42.34414164928131,3.662409694796975,13.41324477254287,42.34414164928131,42.983
AZ,Senate,41.38652082164871,53.86099364404141,4.48891149239892,20.150326386591097,52.56646448369518,59.9941
AZ,Governor,41.38652082164871,51.367451044379074,4.399525722376609,19.35582658185342,50.31107192419569,51.2759
AR,Governor,36.5803502611594,34.04245266083678,3.8121691370460513,14.532633529446436,34.92996584154924,7.6204
AR,Senate,36.5803502611594,36.5803502611594,3.871374799505338,14.987542838244996,36.76463788414289,10.5216
CA,Governor,62.58687245579007,62.58687245579008,3.1657890566840363,10.0222203514204,62.58687245579007,96.9972
CA,Senate,62.58687245579007,62.58687245579008,3.1657890566840363,10.0222203514204,62.77116007877356,97.1621
CO,Senate,54.268120302384304,53.94676060986604,4.449367352316436,19.79686983585937,54.026558915857606,66.861
CO,Governor,54.268120302384304,53.28980583375274,3.666406504739464,13.442536657995849,53.49490192845919,65.8849
CT,Governor,58.526242019500806,55.74009378195114,2.122434163321465,4.504726777634088,58.27535781182691,63.5232
CT,Senate,58.526242019500806,58.526242019500806,3.2832842284033017,10.779955324481865,58.710529642484296,64.083
FL,Senate,48.53526438955828,48.25407134569034,4.340154851323077,18.83694413346324,48.30186983099436,40.2319
FL,Governor,48.53526438955828,46.61599374324588,4.064728277090804,16.522015966581577,46.8186377655797,31.2629
GA,Senate,41.97169174882852,51.169007119118085,4.1877166807641615,17.536970998350405,50.02768362560402,50.2342
GA,Governor,41.97169174882852,47.90221795127961,3.740907661756725,13.99439013379017,47.22952787540677,31.8538
HI,Governor,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.995
HI,Senate,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.35639057289087,99.9953
ID,Governor,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.35676477964845,1.2733
ID,Senate,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.54105240263194,1.3597
IL,Senate,57.926424852004544,56.0880829015544,2.2247543158064422,4.949531765699391,58.0496001840057,91.2806
IL,Governor,57.926424852004544,56.350272275576515,3.816770974717965,14.56774067344952,56.890903354641594,82.5463
IN,Senate,42.42633551137972,48.275862068965516,3.6024446533813657,12.977607480675989,46.25514222609129,47.997
IA,Senate,45.49003365482535,47.57268104957858,3.7359168667876417,13.95707483554839,46.99759690714815,33.2842
IA,Governor,45.49003365482535,40.93783325474539,3.5819695982485054,12.830506202776558,44.94658004175362,22.9575
KS,Senate,43.25556533851103,39.32584269662921,3.978599387675868,15.829253087614791,40.79325868242738,7.0763
KS,Governor,43.25556533851103,56.3718575958257,3.6079098174876383,13.017013251123684,51.957176295747395,63.301
KY,Senate,38.46817941987608,41.48936170212766,3.2563742300853606,10.603973126364023,38.73818176501164,46.2224
LA,Senate,20.82507169120932,20.82507169120932,3.609205374536657,13.02636343558429,21.009359314192814,0.0
ME,Governor,47.50684461591846,52.17304907425252,2.713742808443872,7.364400030380834,48.06390833221895,36.1163
MD,Senate,59.60060257679597,43.02325581395348,3.22727473828502,10.415302236372646,59.278449528991075,96.1
MD,Governor,59.60060257679597,59.60060257679597,3.614376094545441,13.063714552821557,59.60060257679597,95.2573
MA,Governor,63.42754700682979,60.56338028169014,3.7498263439948833,14.061197610118032,61.58499271526988,65.0899
MI,Governor,52.09968939110665,55.67692141277366,4.491149988033025,20.170428215009043,55.11906967375883,72.4084
MN,Governor,54.65445805866372,59.7821285997839,4.41739514807288,19.51337989421782,58.70715195715473,84.0508
MO,Senate,43.48693780265842,43.9560439560448,3.70460016989228,13.724062418765913,43.8564417499465,43.577
NE,Governor,37.204872788557424,37.204872788557424,4.258347320514128,18.13352190212985,37.204872788557424,2.9138
NV,Senate,50.11676011924624,51.27085362883817,4.467489028014441,19.958458215429417,51.078676557129846,55.97
NV,Governor,50.11676011924624,50.344067151213956,4.417428107183745,19.51367108213696,50.297766573127966,51.6398
NH,Senate,50.290426774892985,55.056081794519244,2.838310412922713,8.056006000105501,51.153491384382406,55.8647
NH,Governor,50.290426774892985,38.463399503774056,4.17920152053852,17.465725349271473,42.44414002899429,19.762
NM,Governor,56.00332001977625,53.646317162948435,3.8968321168722975,15.18530054708743,54.42509182179363,67.2464
NY,Senate,65.32933917622134,62.90087066566817,4.318676310431735,18.650965074284265,63.44861486918411,96.5187
NY,Governor,65.32933917622134,57.325555076069,4.493495814984838,20.19150463928625,58.38031005777103,86.4154
NC,Senate,49.56821954323046,49.47093625349943,4.614823145801223,21.296592667022697,49.51458942898713,47.8
ND,Senate,26.86014703279988,26.86014703279988,4.537650234611419,20.590269651669068,27.044434655783373,0.2338
OH,Senate,45.37027389356207,51.473667439575046,4.551905892345541,20.71984725277005,50.85169329609589,53.2363
OH,Governor,45.37027389356207,42.71792752270717,4.7692379776368234,22.74563088733337,42.99797251701021,25.9103
OK,Governor,32.93398111723862,44.4705456817253,4.900406340758639,24.01398230454748,42.14242531054427,41.2695
OK,Senate,32.93398111723862,36.70584415584416,4.832142933360057,23.34960532842153,35.93858512935999,34.65
OK2,Senate,32.93398111723862,38.011095911232715,4.724924255641236,22.32490922154689,36.96468841394698,35.6969
OR,Governor,57.60816808687109,50.22666107770415,5.269677168888813,27.76949746430801,52.75856830494496,61.7644
OR,Senate,57.60816808687109,57.60816808687109,3.1195021825735223,9.73129386708097,57.79245570985458,86.6922
PA,Senate,52.82642047516033,56.4777981790456,4.593939260160347,21.104277926042595,56.141592346167,61.2608
PA,Governor,52.82642047516033,55.91188328824956,4.6323428106681135,21.458599915548557,55.58843396572234,60.2934
