state_po,office,BPI,weighted_polls,weighted_sd,weighted_var,lean,dem_wins
AL,Governor,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.4458
AL,Senate,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.7024
AK,Senate,42.34414164928131,61.0192806719971,6.719625908410114,45.15337234897645,59.43150123933552,80.9244
AK,Governor,42.34414164928131,42.34414164928131,3.662409694796975,13.41324477254287,42.34414164928131,15.0432
AZ,Senate,41.38652082164871,53.25689363537417,5.183863398838628,26.87243973781877,52.235282030155304,60.2554
AZ,Governor,41.38652082164871,49.604429019664344,4.343270712007098,18.86400047777864,48.857092605399686,44.0592
AR,Senate,36.5803502611594,41.21621621621621,3.3182300981949937,11.010650984567157,36.720419601053216,1.6082
AR,Governor,36.5803502611594,38.40794997480911,3.26237754566026,10.643107250428262,36.79853390430797,1.428
CA,Governor,62.58687245579007,62.503250761471584,4.416125234798213,19.50216208942157,62.52095573619172,95.7472
CA,Senate,62.58687245579007,62.58687245579008,3.1657890566840363,10.0222203514204,62.58687245579007,98.7833
CO,Senate,54.268120302384304,53.770289903206624,4.822181629069366,23.253435663734084,53.827431944833535,68.2071
CO,Governor,54.268120302384304,58.2774178296555,4.321386604228421,18.67438218320484,57.75125325238204,85.0662
CT,Senate,58.526242019500806,54.51106143899753,3.842403073050845,14.76406137579058,55.36118378169773,75.9445
CT,Governor,58.526242019500806,57.64337455892965,3.511240057874956,12.328806744025725,57.935081802058406,86.7552
FL,Senate,48.53526438955828,47.94238852627325,4.681605252943484,21.91742774438803,48.015544859751515,39.3087
FL,Governor,48.53526438955828,46.41310096149234,4.273860373378307,18.26588249113336,46.68712094620422,31.3622
GA,Senate,41.97169174882852,51.558058857998276,4.462210139206703,19.911319326439106,50.84126162920075,54.9009
GA,Governor,41.97169174882852,46.98110427613559,3.5599428596074008,12.67319316366972,46.59636966468134,27.5592
HI,Governor,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9955
HI,Senate,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9959
ID,Governor,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.35676477964845,1.0824
ID,Senate,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.35676477964845,1.1531
IL,Senate,57.926424852004544,60.673198300882646,5.695315255803787,32.43661586299136,60.23440225426507,87.4893
IL,Governor,57.926424852004544,60.84380936079049,5.675368062891767,32.209802649291845,60.38340477721994,87.8284
IN,Senate,42.42633551137972,48.275862068965516,2.6172439738939755,6.849966018884329,42.60307472937169,13.2661
IA,Senate,45.49003365482535,45.7963369342058,4.727506514837321,22.34931784782931,45.75709739129356,29.1649
IA,Governor,45.49003365482535,39.98205825672853,4.744326805726667,22.5086368395366,40.84610280743507,11.6051
KS,Senate,43.25556533851103,41.16074260240027,2.9742911521792577,8.846407857931814,43.12929260157707,9.2879
KS,Governor,43.25556533851103,52.87519663772351,3.0897056684974475,9.54628111794526,44.68081325671171,15.4181
KY,Senate,38.46817941987608,41.48936170212766,3.2592512044821667,10.622718413918454,38.559462259387914,4.2344
LA,Senate,20.82507169120932,36.28225457597397,5.2286269123327225,27.338539388370023,30.980335467841158,0.8143
ME,Governor,47.50684461591846,56.661943913591585,4.188354941675583,17.542317117458275,54.79712527490942,75.8251
MD,Senate,59.60060257679597,43.02325581395348,3.2378098366697503,10.483412538435395,59.09973002336735,95.8994
MD,Governor,59.60060257679597,68.18181818181817,4.514665096829714,20.38220093653245,65.12100594614367,98.5419
MA,Governor,63.42754700682979,63.14554255678134,4.7914194679499245,22.95770051784954,63.242272005700784,94.4876
MI,Governor,52.09968939110665,54.09537761239418,4.640284363570764,21.53223897479933,53.914438292863984,69.3291
MN,Governor,54.65445805866372,53.79884514023621,4.648240821436913,21.606142734072503,53.93149456953123,69.192
MO,Senate,43.48693780265842,43.467261519921216,4.903025220835709,24.039656316151056,43.473884162643024,22.9073
NE,Governor,37.204872788557424,46.06741573033708,4.4874313962992805,20.13704053649251,42.90625755368971,15.6272
NV,Senate,50.11676011924624,49.59761910217164,5.003445535081036,25.034467222522352,49.6563332873526,48.3448
NV,Governor,50.11676011924624,49.289115408465115,5.172551281587556,26.75528676065307,49.39598332824724,46.8779
NH,Senate,50.290426774892985,54.029576998975045,4.360240944148512,19.01170109102911,53.639438610448366,68.5129
NH,Governor,50.290426774892985,41.18274926050719,4.962498923721545,24.626395567937493,42.23131276649518,17.088
NM,Governor,56.00332001977625,55.10531414341222,4.908338628833801,24.09178809530208,55.24373193700225,73.6707
NY,Senate,65.32933917622134,59.479602786534116,4.121763343929921,16.98893306336436,60.24729938517888,93.2946
NY,Governor,65.32933917622134,54.49650503256132,4.200907983169438,17.647627883056717,55.53920407046494,78.4828
NC,Senate,49.56821954323046,48.99151059450507,4.792273187825656,22.965882306752675,49.04681882436997,45.3726
ND,Senate,26.86014703279988,26.86014703279988,4.537650234611419,20.590269651669068,26.86014703279988,0.0732
OH,Senate,45.37027389356207,49.71371140232207,4.899007828938585,24.000277708001555,49.26769989482872,46.5067
OH,Governor,45.37027389356207,39.30192432840595,4.805166916427371,23.08962909472813,39.92786315365098,10.6322
OK,Governor,32.93398111723862,48.39250691299348,5.307478543248204,28.16932848704008,46.39645658708555,34.7387
OK,Senate,32.93398111723862,41.00460286570426,5.256342970399507,27.629141422468308,39.72320297690152,12.674
OK2,Senate,32.93398111723862,43.03713813743031,4.937209694121508,24.376039563727392,41.433025754801115,16.2369
OR,Senate,57.60816808687109,61.78960096735187,4.97584095098015,24.758993169451035,60.29813617817482,90.0396
OR,Governor,57.60816808687109,47.46290088323184,5.987062242552893,35.844914296202475,49.5691537562044,48.1464
PA,Senate,52.82642047516033,52.86555408958922,4.871829364429098,23.73472135611363,52.86182786178593,63.0866
